rank,feature,mean_abs_shap
493,house_from_sun_venus,0.000000
494,panchanga_paksha,0.000000
495,yoga_hamsa,0.000000
496,yoga_malavya,0.000000
497,yoga_ruchaka,0.000000
498,yoga_sasa,0.000000
499,yoga_gajakesari,0.000000
500,yoga_budha_aditya,0.000000
501,aspect_orb_sun_sun,0.000000
502,aspect_orb_sun_mercury,0.000000
503,aspect_orb_sun_venus,0.000000
504,aspect_orb_sun_ketu,0.000000
505,aspect_orb_moon_sun,0.000000
506,aspect_orb_moon_moon,0.000000
507,aspect_orb_moon_ketu,0.000000
508,aspect_orb_mars_mars,0.000000
509,aspect_orb_mercury_sun,0.000000
510,aspect_orb_mercury_moon,0.000000
511,aspect_orb_mercury_mercury,0.000000
512,aspect_orb_mercury_venus,0.000000
513,aspect_orb_mercury_ketu,0.000000
514,aspect_orb_jupiter_jupiter,0.000000
515,aspect_orb_venus_sun,0.000000
516,aspect_orb_venus_moon,0.000000
517,aspect_orb_venus_mercury,0.000000
518,aspect_orb_venus_venus,0.000000
519,aspect_orb_venus_ketu,0.000000
520,aspect_orb_saturn_saturn,0.000000
521,aspect_orb_rahu_jupiter,0.000000
522,aspect_orb_rahu_rahu,0.000000
523,aspect_orb_ketu_jupiter,0.000000
524,aspect_orb_ketu_rahu,0.000000
525,aspect_orb_ketu_ketu,0.000000
526,moon_phase_normalized,0.000000
527,d9_ketu_deg,0.000000
528,d10_ketu_deg,0.000000
529,d12_ketu_deg,0.000000
