name,date_of_birth,time_of_birth,latitude,longitude,tz_offset,rodden_rating,categories,source_url
Guy Bontempelli,1940-03-25,05:10:00,48.817000,2.497000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GuyBontempelli1940
Guy Camberabero,1936-05-17,08:00:00,46.964000,-1.119000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#GuyCamberabero1936
Guy Carcassonne,1951-03-14,02:30:00,48.857000,2.351000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#GuyCarcassonne1951
Guy Chauvet,1933-10-02,01:55:00,46.342000,2.607000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GuyChauvet1933
Guy Chevalier,1910-12-05,11:00:00,48.198000,3.287000,0.1500,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GuyChevalier1910
Guy Chevalier,1938-05-25,19:15:00,46.871000,-1.013000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GuyChevalier1938
Guy Coeme,1946-08-21,03:00:00,50.709000,5.235000,2.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#GuyCoeme1946
Guy Cudell,1917-02-12,02:30:00,50.827000,4.462000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#GuyCudell1917
Guy Cummings,1964-07-30,03:41:00,42.083000,-71.020000,-4.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#GuyCummings1964
Guy Debord,1931-12-28,17:00:00,48.857000,2.351000,0.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#GuyDebord1931
Guy Decomble,1910-11-12,02:00:00,48.940000,2.502000,0.1500,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GuyDecomble1910
Guy Fieri,1968-01-22,08:40:00,39.963000,-82.996000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GuyFieri1968
Guy Forget,1965-01-04,01:15:00,33.596000,-7.615000,0.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GuyForget1965
Guy Georges,1962-10-15,16:10:00,47.469000,-0.559000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#GuyGeorges1962
Guy Gilbert,1935-09-12,17:30:00,45.945000,-0.976000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GuyGilbert1935
Guy Gilles,1938-08-25,00:30:00,36.772000,3.052000,0.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GuyGilles1938
Guy Gracia,1929-04-10,04:00:00,43.233000,0.074000,0.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GuyGracia1929
Guy Hocquenghem,1946-12-10,15:25:00,48.834000,2.243000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GuyHocquenghem1946
Guy Huguet,1923-08-03,06:00:00,46.099000,3.198000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GuyHuguet1923
Guy Laroche,1921-07-16,05:00:00,46.158000,-1.153000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#GuyLaroche1921
Guy Lutgen,1936-04-19,11:00:00,50.006000,5.721000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GuyLutgen1936
Guy Madison,1922-01-19,00:20:00,35.373000,-119.019000,-8.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GuyMadison1922
Guy Marchand,1937-05-22,15:30:00,48.857000,2.351000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#GuyMarchand1937
Guy Martin,1957-02-03,11:00:00,50.433000,2.828000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GuyMartin1957
Guy Mazeline,1900-04-12,10:15:00,49.493000,0.106000,0.1500,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GuyMazeline1900
Guy Mollett,1905-12-31,23:00:00,48.749000,-0.569000,0.1500,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#GuyMollett1905
Guy Monnerot,1931-12-07,06:20:00,44.853000,0.483000,0.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#GuyMonnerot1931
Guy Nosbaum,1930-05-10,02:30:00,48.611000,2.479000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#GuyNosbaum1930
Guy Owen,1925-02-24,19:00:00,34.491000,-78.654000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GuyOwen1925
Guy Prigent,1929-05-31,01:25:00,48.933000,2.299000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GuyPrigent1929
Guy Périllat,1940-02-24,16:45:00,45.900000,6.128000,0.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GuyPérillat1940
Guy Rouget,1945-05-17,09:00:00,49.257000,4.033000,2.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#GuyRouget1945
Guy Savoy,1953-07-24,21:20:00,46.987000,3.162000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GuySavoy1953
Guy Texereau,1935-05-14,05:00:00,46.221000,-0.146000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GuyTexereau1935
Guy Verhofstadt,1953-04-11,05:00:00,51.030000,4.099000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GuyVerhofstadt1953
Guy de Polignac,1905-04-29,04:00:00,48.857000,2.351000,0.1500,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GuydePolignac1905
Guy des Cars,1911-05-06,15:30:00,48.857000,2.351000,0.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GuydesCars1911
Gwen Verdon,1925-01-13,09:57:00,34.022000,-118.394000,-8.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#GwenVerdon1925
Gwendal Peizerat,1972-04-21,20:25:00,45.733000,4.909000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GwendalPeizerat1972
Gwendolyn Brooks,1917-06-17,13:00:00,39.051000,-95.670000,-6.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GwendolynBrooks1917
Gwenhaelle Le Gouariguer,1975-08-13,19:00:00,47.748000,-3.365000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GwenhaelleLeGouariguer1975
Gwyneth Paltrow,1972-09-27,17:25:00,34.052000,-118.243000,-7.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#GwynethPaltrow1972
Gérald De Palmas,1967-10-14,05:40:00,-20.883000,55.450000,4.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#GéraldDePalmas1967
Géraldine Giraud,1968-05-17,01:45:00,48.198000,3.287000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GéraldineGiraud1968
Géraldine Nakache,1980-02-16,10:20:00,48.870000,2.222000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GéraldineNakache1980
Géraldine Pailhas,1971-01-08,11:10:00,43.295000,5.374000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GéraldinePailhas1971
Gérard Alle,1953-12-27,03:00:00,44.808000,-0.549000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GérardAlle1953
Gérard Barray,1931-11-02,16:15:00,43.604000,1.445000,0.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#GérardBarray1931
Gérard Blain,1930-10-23,01:45:00,48.857000,2.351000,0.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#GérardBlain1930
Gérard Blanc,1947-12-08,12:15:00,48.834000,2.243000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#GérardBlanc1947
Gérard Blitz,1912-02-28,22:00:00,51.221000,4.399000,0.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GérardBlitz1912
Gérard Brach,1927-07-23,00:30:00,48.819000,2.320000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GérardBrach1927
Gérard Calvi,1922-06-26,21:35:00,48.857000,2.351000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GérardCalvi1922
Gérard Corbiau,1941-09-19,21:30:00,50.837000,4.387000,2.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GérardCorbiau1941
Gérard Darmon,1948-02-29,17:55:00,48.857000,2.351000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#GérardDarmon1948
Gérard Darrieu,1925-09-11,10:00:00,49.556000,4.348000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GérardDarrieu1925
Gérard Debreu,1921-07-04,04:00:00,50.958000,1.852000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GérardDebreu1921
Gérard Depardieu,1948-12-27,08:00:00,46.808000,1.692000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#GérardDepardieu1948
Gérard Deprez,1943-08-13,14:00:00,50.660000,5.382000,2.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GérardDeprez1943
Gérard Garouste,1946-03-10,20:00:00,48.857000,2.351000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GérardGarouste1946
Gérard Jugnot,1951-05-04,10:45:00,48.857000,2.351000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GérardJugnot1951
Gérard Lanvin,1950-06-21,04:25:00,48.834000,2.243000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GérardLanvin1950
Gérard Lenorman,1945-02-09,16:15:00,49.185000,-0.360000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GérardLenorman1945
Gérard Loncki,1905-01-15,03:00:00,51.211000,5.425000,0.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GérardLoncki1905
Gérard Longuet,1946-02-24,16:00:00,48.884000,2.273000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GérardLonguet1946
Gérard Moch,1915-09-03,12:00:00,53.506000,13.751000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GérardMoch1915
Gérard Mortier,1943-11-25,12:30:00,51.054000,3.722000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#GérardMortier1943
Gérard Onesta,1960-08-05,08:30:00,43.927000,2.148000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GérardOnesta1960
Gérard Philipe,1922-12-04,14:00:00,43.551000,7.011000,0.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GérardPhilipe1922
Gérard Pilet,1933-09-15,03:50:00,48.918000,2.284000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GérardPilet1933
Gérard Rinaldi,1943-02-17,08:30:00,48.857000,2.351000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GérardRinaldi1943
Gérard Séty,1922-12-13,15:10:00,48.857000,2.351000,0.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GérardSéty1922
Gérard de Villiers,1929-12-08,04:00:00,48.857000,2.351000,0.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#GérarddeVilliers1929
Göran Kropp,1966-12-11,20:42:00,59.371000,16.514000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GöranKropp1966
Günter Eich,1907-02-01,19:00:00,52.427000,14.530000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GünterEich1907
Günther Fielmann,1939-09-17,16:25:00,54.303000,9.664000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GüntherFielmann1939
Günther Jauch,1956-07-13,08:40:00,51.965000,7.628000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GüntherJauch1956
Günther Kranner,1940-07-04,04:00:00,47.070000,15.438000,2.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GüntherKranner1940
Günther Luders,1905-03-05,06:30:00,53.870000,10.688000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GüntherLuders1905
Günther Ramin,1898-10-15,19:15:00,49.008000,8.404000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#GüntherRamin1898
Günther Weisenborn,1902-07-10,07:30:00,51.339000,7.043000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#GüntherWeisenborn1902
H. A. Brouwer,1886-09-20,23:00:00,52.769000,5.106000,0.3000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#H.A.Brouwer1886
H. C. Westermann,1922-12-11,09:35:00,34.052000,-118.243000,-8.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#H.C.Westermann1922
H. G. Wells,1866-09-21,16:30:00,51.406000,0.014000,0.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#H.G.Wells1866
H. M. Hoover,1935-04-05,14:15:00,40.838000,-81.260000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#H.M.Hoover1935
H. R. Haldeman,1926-10-27,03:30:00,34.052000,-118.243000,-8.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#H.R.Haldeman1926
H. Rider Haggard,1856-06-22,05:10:00,52.628000,1.299000,0.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#H.RiderHaggard1856
HAP Grieshaber,1909-02-15,01:00:00,48.014000,10.031000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HAPGrieshaber1909
Habib Bourguiba,1903-08-03,05:00:00,35.769000,10.820000,0.1500,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#HabibBourguiba1903
Hadji,1956-06-22,02:50:00,48.857000,2.351000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#Hadji1956
Hakima Darhmouch,1978-04-02,00:55:00,50.855000,4.366000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#HakimaDarhmouch1978
Hal Holbrook,1925-02-17,03:16:00,41.520000,-81.556000,-5.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#HalHolbrook1925
Hal Moore,1922-02-13,09:00:00,37.811000,-85.466000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HalMoore1922
Hale Smith,1925-06-29,05:15:00,41.505000,-81.691000,-4.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HaleSmith1925
Hamilton Sabot,1987-05-31,11:01:00,43.663000,7.149000,2.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HamiltonSabot1987
Hamish Henderson,1919-11-11,07:00:00,56.593000,-3.339000,0.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#HamishHenderson1919
Hamish MacCunn,1868-03-22,08:00:00,55.948000,-4.760000,0.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HamishMacCunn1868
Hank Aaron,1934-02-05,20:25:00,30.689000,-88.045000,-6.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#HankAaron1934
Hank Arklin,1928-07-17,17:15:00,37.887000,-122.296000,-8.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HankArklin1928
Hank Friedman,1950-06-27,09:42:00,40.767000,-74.239000,-4.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HankFriedman1950
Hank Ketcham,1920-03-14,23:11:00,47.603000,-122.330000,-8.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HankKetcham1920
Hank Luisetti,1916-06-16,08:30:00,37.780000,-122.420000,-8.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HankLuisetti1916
Hank Riebe,1921-10-10,19:30:00,41.505000,-81.691000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HankRiebe1921
Hank Ruszkowski,1925-11-10,03:40:00,41.505000,-81.691000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HankRuszkowski1925
Hank Schenz,1919-04-11,03:00:00,38.952000,-84.280000,-4.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HankSchenz1919
Hank Williams,1923-09-17,01:00:00,31.641000,-86.729000,-5.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#HankWilliams1923
Hanna Nagel,1907-06-10,20:45:00,49.402000,8.680000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HannaNagel1907
Hannah Arendt,1906-10-14,21:15:00,52.372000,9.736000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#HannahArendt1906
Hannah Gordon,1941-04-09,00:15:00,55.950000,-3.188000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HannahGordon1941
Hanns Eisler,1898-07-06,10:00:00,51.340000,12.371000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HannsEisler1898
Hanns Heinrich Lohmann,1911-04-24,02:00:00,51.905000,8.393000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HannsHeinrichLohmann1911
Hans,1900-02-11,08:45:00,50.815000,8.769000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#Hans1900
Hans,1925-06-02,02:15:00,47.388000,8.527000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#Hans1925
Hans,1942-01-28,10:00:00,48.259000,11.434000,2.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#Hans1942
Hans Adolf Krebs,1900-08-25,03:00:00,52.151000,9.951000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansAdolfKrebs1900
Hans Albers,1891-09-22,10:15:00,53.557000,9.996000,0.8833,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansAlbers1891
Hans Albrecht Moser,2000-01-01,00:00:00,4.590000,101.000000,8.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansAlbrechtMoser2000
Hans Arp,1886-09-16,06:00:00,48.583000,7.744000,0.1500,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansArp1886
Hans Bender,1907-02-05,22:15:00,47.997000,7.854000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansBender1907
Hans Bethe,1906-07-02,20:45:00,48.583000,7.744000,0.1500,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansBethe1906
Hans Bijlemans,1973-03-11,08:45:00,51.162000,4.991000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansBijlemans1973
Hans Blumenberg,1920-07-13,12:10:00,53.870000,10.688000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansBlumenberg1920
Hans Carossa,1878-12-15,10:00:00,47.762000,11.565000,0.8833,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansCarossa1878
Hans Dauser,1908-07-31,12:30:00,48.139000,11.580000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansDauser1908
Hans Diergarten,1913-04-05,12:00:00,51.241000,7.529000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansDiergarten1913
Hans Driesch,1867-10-28,17:00:00,49.846000,7.860000,0.8833,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansDriesch1867
Hans Endress,1911-07-05,12:30:00,48.777000,9.181000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansEndress1911
Hans Falk,1918-08-16,10:30:00,47.388000,8.527000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansFalk1918
Hans Fallada,1893-07-21,06:45:00,54.097000,13.388000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#HansFallada1893
Hans Fischer,1881-07-27,08:45:00,49.798000,8.994000,0.8833,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansFischer1881
Hans Frank,1900-05-23,20:30:00,49.008000,8.404000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansFrank1900
Hans Fritzsche,1900-04-21,01:15:00,51.482000,7.212000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#HansFritzsche1900
Hans Geiger,1882-09-30,08:30:00,52.504000,9.462000,0.8833,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansGeiger1882
Hans Globke,1898-09-10,18:30:00,51.225000,6.776000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansGlobke1898
Hans Gunther,1891-02-16,02:30:00,47.997000,7.854000,0.8833,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansGunther1891
Hans Günter Winkler,1926-07-24,04:30:00,51.256000,7.151000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#HansGünterWinkler1926
Hans Hartung,1904-09-21,09:30:00,51.340000,12.371000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansHartung1904
Hans Henkemans,1913-12-23,14:30:00,52.080000,4.310000,0.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansHenkemans1913
Hans Herzl,1891-06-10,03:30:00,48.209000,16.373000,1.0833,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansHerzl1891
Hans Joachim Kulenhampff,1921-04-27,03:00:00,53.075000,8.807000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansJoachimKulenhampff1921
Hans Joachim Morgenthau,1904-02-17,12:00:00,50.258000,10.966000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansJoachimMorgenthau1904
Hans Jochen Vogel,1926-02-03,06:15:00,51.533000,9.928000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansJochenVogel1926
Hans Kuenkel,1896-05-07,09:30:00,49.679000,7.798000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansKuenkel1896
Hans Luther,1879-03-10,03:00:00,52.523000,13.411000,0.8833,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansLuther1879
Hans Makart,1840-05-28,05:30:00,47.800000,13.044000,1.0833,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansMakart1840
Hans Malkomes,1913-11-15,07:30:00,53.075000,8.807000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansMalkomes1913
Hans Meid,1883-06-03,04:15:00,48.893000,8.705000,0.8833,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansMeid1883
Hans Niggemann,1891-03-22,07:00:00,51.715000,8.752000,0.8833,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansNiggemann1891
Hans Osieck,1910-01-25,20:30:00,52.373000,4.891000,0.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansOsieck1910
Hans Paasche,1881-04-03,03:00:00,54.090000,12.133000,0.8833,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansPaasche1881
Hans Poelzig,1869-04-30,11:00:00,52.523000,13.411000,0.8833,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansPoelzig1869
Hans Purrmann,1880-04-10,14:00:00,49.317000,8.431000,0.8833,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansPurrmann1880
Hans Rosbaud,1895-07-22,05:00:00,47.070000,15.438000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#HansRosbaud1895
Hans Scharoun,1893-09-20,14:30:00,53.075000,8.807000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansScharoun1893
Hans Söhnker,1903-10-11,21:45:00,54.323000,10.136000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansSöhnker1903
Hans Thoma,1839-10-02,23:30:00,47.801000,8.037000,0.8833,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansThoma1839
Hans Werner Henze,1926-07-01,22:15:00,51.905000,8.393000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#HansWernerHenze1926
Hansjorg Raffl,1958-01-29,09:15:00,46.761000,12.032000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HansjorgRaffl1958
Happy Rockefeller,1926-06-09,05:37:00,40.004000,-75.287000,-4.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HappyRockefeller1926
Harald Quandt,1921-11-01,02:00:00,52.523000,13.411000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HaraldQuandt1921
Hardy Nickerson,1965-09-01,10:34:00,33.898000,-118.221000,-7.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HardyNickerson1965
Hari Rhodes,1932-04-10,19:30:00,39.104000,-84.514000,-5.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#HariRhodes1932
Harindranath Chattopadhyay,1898-04-02,16:15:00,17.362000,78.475000,5.3500,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HarindranathChattopadhyay1898
Harlan Ellison,1934-05-27,14:20:00,41.505000,-81.691000,-4.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#HarlanEllison1934
Harlem Désir,1959-11-25,04:15:00,48.857000,2.351000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HarlemDésir1959
Harley Lester Moore,1918-12-25,01:00:00,40.414000,-91.136000,-6.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HarleyLesterMoore1918
Harold B. Budd,1939-01-04,09:00:00,40.718000,-74.359000,-5.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#HaroldB.Budd1939
Harold Budd,1936-05-24,12:31:00,34.052000,-118.243000,-8.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#HaroldBudd1936
Harold Davis,1921-01-05,02:21:00,36.677000,-121.656000,-8.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HaroldDavis1921
Harold DeWaine Hoopman,1920-07-22,13:00:00,39.060000,-98.541000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HaroldDeWaineHoopman1920
Harold E. Stassen,1907-04-13,04:00:00,44.944000,-93.094000,-6.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HaroldE.Stassen1907
Harold Edward Collins,1924-11-10,21:30:00,29.872000,-93.934000,-6.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HaroldEdwardCollins1924
Harold Glen Epperson,1923-07-14,12:00:00,41.085000,-81.516000,-4.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HaroldGlenEpperson1923
Harold Gomes,1933-08-22,07:52:00,41.824000,-71.413000,-4.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HaroldGomes1933
Harold J. Evans,1921-02-19,09:00:00,36.722000,-86.578000,-6.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HaroldJ.Evans1921
Harold Koh,1954-12-08,03:48:00,42.365000,-71.105000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HaroldKoh1954
Harold Lester Johnson,1921-04-17,13:10:00,39.738000,-104.985000,-6.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HaroldLesterJohnson1921
Harold Reid,1891-12-31,06:20:00,55.941000,-4.211000,0.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HaroldReid1891
Harriet Doerr,1910-04-08,04:00:00,34.150000,-118.141000,-8.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HarrietDoerr1910
Harrison A. Williams Jr.,1919-12-10,07:52:00,40.696000,-74.270000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HarrisonA.WilliamsJr.1919
Harrison Dillard,1923-07-08,07:32:00,41.505000,-81.691000,-4.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#HarrisonDillard1923
