rank,feature,mean_abs_shap
702,stationary_ketu,0.000000
703,combust_ketu,0.000000
704,lat_ketu,0.000000
705,oob_ketu,0.000000
706,bav_in_sign_jupiter,0.000000
707,bav_in_sign_venus,0.000000
708,d10_saturn_sign,0.000000
709,d9_ketu_sign,0.000000
710,disp_depth_moon,0.000000
711,disp_depth_jupiter,0.000000
712,disp_depth_ketu,0.000000
713,lagna_sign,0.000000
714,dasha_start_age_jupiter,0.000000
715,acc_ketu,0.000000
716,jerk_ketu,0.000000
717,drishti_sun_sun,0.000000
718,drishti_sun_moon,0.000000
719,drishti_sun_mars,0.000000
720,drishti_sun_mercury,0.000000
721,drishti_sun_jupiter,0.000000
722,drishti_sun_venus,0.000000
723,drishti_sun_saturn,0.000000
724,drishti_sun_rahu,0.000000
725,drishti_sun_ketu,0.000000
726,drishti_moon_sun,0.000000
727,drishti_moon_moon,0.000000
728,drishti_moon_mars,0.000000
729,drishti_moon_mercury,0.000000
730,drishti_moon_jupiter,0.000000
731,drishti_moon_venus,0.000000
732,drishti_moon_saturn,0.000000
733,drishti_moon_rahu,0.000000
734,drishti_moon_ketu,0.000000
735,drishti_mars_sun,0.000000
736,drishti_mars_moon,0.000000
737,drishti_mars_mars,0.000000
738,drishti_mars_mercury,0.000000
739,drishti_mars_jupiter,0.000000
740,drishti_mars_venus,0.000000
741,drishti_mars_saturn,0.000000
742,drishti_mars_rahu,0.000000
743,drishti_mars_ketu,0.000000
744,drishti_mercury_sun,0.000000
745,drishti_mercury_moon,0.000000
746,drishti_mercury_mars,0.000000
747,drishti_mercury_mercury,0.000000
748,drishti_mercury_jupiter,0.000000
749,drishti_mercury_venus,0.000000
750,drishti_mercury_saturn,0.000000
751,drishti_mercury_rahu,0.000000
752,drishti_jupiter_sun,0.000000
753,drishti_jupiter_moon,0.000000
754,drishti_jupiter_jupiter,0.000000
755,drishti_jupiter_venus,0.000000
756,drishti_jupiter_rahu,0.000000
757,drishti_venus_sun,0.000000
758,drishti_venus_moon,0.000000
759,drishti_venus_mars,0.000000
760,drishti_venus_mercury,0.000000
761,drishti_venus_jupiter,0.000000
762,drishti_venus_venus,0.000000
763,drishti_venus_saturn,0.000000
764,drishti_venus_rahu,0.000000
765,drishti_venus_ketu,0.000000
766,drishti_saturn_sun,0.000000
767,drishti_saturn_moon,0.000000
768,drishti_saturn_mars,0.000000
769,drishti_saturn_mercury,0.000000
770,drishti_saturn_jupiter,0.000000
771,drishti_saturn_venus,0.000000
772,drishti_saturn_saturn,0.000000
773,drishti_saturn_rahu,0.000000
774,drishti_saturn_ketu,0.000000
775,drishti_rahu_sun,0.000000
776,drishti_rahu_moon,0.000000
